Time,H2_Concentration
8:35 AM,37ppm
8:35 AM,34ppm
8:35 AM,33ppm
8:35 AM,31ppm
8:35 AM,29ppm
8:35 AM,28ppm
8:35 AM,27ppm
8:35 AM,26ppm
8:35 AM,25ppm
8:35 AM,24ppm
8:35 AM,23ppm
8:35 AM,23ppm
8:35 AM,22ppm
8:35 AM,22ppm
8:35 AM,22ppm
8:35 AM,21ppm
8:35 AM,21ppm
8:35 AM,21ppm
8:35 AM,20ppm
8:35 AM,21ppm
8:35 AM,21ppm
8:35 AM,20ppm
8:35 AM,20ppm
8:35 AM,20ppm
8:36 AM,19ppm
8:36 AM,19ppm
8:36 AM,19ppm
8:36 AM,19ppm
8:36 AM,19ppm
8:36 AM,19ppm
8:36 AM,19ppm
8:36 AM,19ppm
8:36 AM,19ppm
8:36 AM,19ppm
8:36 AM,19ppm
8:36 AM,19ppm
8:36 AM,19ppm
8:36 AM,18ppm
8:36 AM,18ppm
8:36 AM,18ppm
8:36 AM,18ppm
8:36 AM,18ppm
8:36 AM,18ppm
8:36 AM,17ppm
8:36 AM,18ppm
8:36 AM,18ppm
8:36 AM,18ppm
8:36 AM,18ppm
8:36 AM,18ppm
8:36 AM,18ppm
8:36 AM,17ppm
8:36 AM,17ppm
8:36 AM,17ppm
8:36 AM,17ppm
8:36 AM,17ppm
8:36 AM,17ppm
8:36 AM,17ppm
8:36 AM,17ppm
8:36 AM,17ppm
8:36 AM,17ppm
8:36 AM,17ppm
8:36 AM,17ppm
8:36 AM,17ppm
8:36 AM,17ppm
8:36 AM,17ppm
8:36 AM,17ppm
8:36 AM,17ppm
8:36 AM,16ppm
8:36 AM,16ppm
8:36 AM,16ppm
8:36 AM,16ppm
8:36 AM,17ppm
8:36 AM,17ppm
8:36 AM,17ppm
8:36 AM,17ppm
8:36 AM,16ppm
8:36 AM,16ppm
8:36 AM,16ppm
8:36 AM,16ppm
8:36 AM,16ppm
8:36 AM,16ppm
8:36 AM,16ppm
8:36 AM,16ppm
8:36 AM,16ppm
8:37 AM,16ppm
8:37 AM,16ppm
8:37 AM,17ppm
8:37 AM,21ppm
8:37 AM,29ppm
8:37 AM,30ppm
8:37 AM,37ppm
8:37 AM,44ppm
8:37 AM,46ppm
8:37 AM,46ppm
8:37 AM,45ppm
8:37 AM,45ppm
8:37 AM,46ppm
8:37 AM,45ppm
8:37 AM,42ppm
8:37 AM,43ppm
8:37 AM,44ppm
8:37 AM,45ppm
8:37 AM,46ppm
8:37 AM,44ppm
8:37 AM,44ppm
8:37 AM,43ppm
8:37 AM,46ppm
8:37 AM,46ppm
8:37 AM,43ppm
8:37 AM,40ppm
8:37 AM,36ppm
8:37 AM,33ppm
8:37 AM,35ppm
8:37 AM,38ppm
8:37 AM,40ppm
8:37 AM,37ppm
8:37 AM,38ppm
8:37 AM,37ppm
8:37 AM,37ppm
8:37 AM,37ppm
8:37 AM,39ppm
8:37 AM,40ppm
8:37 AM,38ppm
8:37 AM,37ppm
8:37 AM,38ppm
8:37 AM,42ppm
8:37 AM,42ppm
8:37 AM,37ppm
8:37 AM,34ppm
8:37 AM,32ppm
8:37 AM,30ppm
8:37 AM,29ppm
8:37 AM,28ppm
8:37 AM,27ppm
8:37 AM,26ppm
8:37 AM,25ppm
8:37 AM,24ppm
8:37 AM,23ppm
8:37 AM,23ppm
8:37 AM,22ppm
8:37 AM,22ppm
8:37 AM,21ppm
8:37 AM,21ppm
8:37 AM,21ppm
8:38 AM,20ppm
8:38 AM,20ppm
8:38 AM,20ppm
8:38 AM,20ppm
8:38 AM,19ppm
8:38 AM,19ppm
8:38 AM,19ppm
8:38 AM,19ppm
8:38 AM,19ppm
8:38 AM,19ppm
8:38 AM,18ppm
8:38 AM,18ppm
8:38 AM,18ppm
8:38 AM,18ppm
8:38 AM,18ppm
8:38 AM,18ppm
8:38 AM,18ppm
8:38 AM,18ppm
8:38 AM,17ppm
8:38 AM,17ppm
8:38 AM,17ppm
8:38 AM,17ppm
8:38 AM,17ppm
8:38 AM,17ppm
8:38 AM,17ppm
8:38 AM,17ppm
8:38 AM,17ppm
8:38 AM,17ppm
8:38 AM,17ppm
8:38 AM,17ppm
8:38 AM,18ppm
8:38 AM,18ppm
8:38 AM,19ppm
8:38 AM,20ppm
8:38 AM,19ppm
8:38 AM,19ppm
8:38 AM,19ppm
8:38 AM,18ppm
8:38 AM,18ppm
8:38 AM,17ppm
8:38 AM,17ppm
8:38 AM,17ppm
8:38 AM,17ppm
8:38 AM,17ppm
8:38 AM,17ppm
8:38 AM,17ppm
8:38 AM,17ppm
8:38 AM,17ppm
8:38 AM,17ppm
8:38 AM,17ppm
8:38 AM,17ppm
8:38 AM,17ppm
8:38 AM,16ppm
8:38 AM,16ppm
8:38 AM,16ppm
8:38 AM,16ppm
8:38 AM,16ppm
8:38 AM,16ppm
8:38 AM,16ppm
8:38 AM,16ppm
8:39 AM,16ppm
8:39 AM,16ppm
8:39 AM,16ppm
8:39 AM,16ppm
8:39 AM,16ppm
8:39 AM,16ppm
8:39 AM,16ppm
8:39 AM,16ppm
8:39 AM,16ppm
8:39 AM,16ppm
8:39 AM,16ppm
8:39 AM,16ppm
8:39 AM,15ppm
8:39 AM,15ppm
8:39 AM,15ppm
8:39 AM,16ppm
8:39 AM,16ppm
8:39 AM,16ppm
8:39 AM,16ppm
8:39 AM,16ppm
8:39 AM,15ppm
8:39 AM,16ppm
8:39 AM,16ppm
8:39 AM,17ppm
8:39 AM,18ppm
8:39 AM,18ppm
8:39 AM,18ppm
8:39 AM,18ppm
8:39 AM,17ppm
8:39 AM,17ppm
8:39 AM,17ppm
8:39 AM,17ppm
8:39 AM,16ppm
8:39 AM,16ppm
8:39 AM,16ppm
8:39 AM,16ppm
8:39 AM,16ppm
8:39 AM,16ppm
8:39 AM,16ppm
8:39 AM,16ppm
8:39 AM,16ppm
8:39 AM,16ppm
8:39 AM,16ppm
8:39 AM,15ppm
8:39 AM,15ppm
8:39 AM,15ppm
8:39 AM,15ppm
8:39 AM,15ppm
8:39 AM,15ppm
8:39 AM,16ppm
8:39 AM,16ppm
8:39 AM,16ppm
8:39 AM,16ppm
8:39 AM,16ppm
8:39 AM,17ppm
8:39 AM,19ppm
8:39 AM,20ppm
8:39 AM,21ppm
8:39 AM,22ppm
8:39 AM,22ppm
8:40 AM,23ppm
8:40 AM,24ppm
8:40 AM,23ppm
8:40 AM,22ppm
8:40 AM,23ppm
8:40 AM,23ppm
8:40 AM,22ppm
8:40 AM,21ppm
8:40 AM,25ppm
8:40 AM,30ppm
8:40 AM,28ppm
8:40 AM,25ppm
8:40 AM,23ppm
8:40 AM,22ppm
8:40 AM,22ppm
8:40 AM,22ppm
8:40 AM,21ppm
8:40 AM,21ppm
8:40 AM,21ppm
8:40 AM,21ppm
8:40 AM,20ppm
8:40 AM,20ppm
8:40 AM,19ppm
8:40 AM,19ppm
8:40 AM,19ppm
8:40 AM,18ppm
8:40 AM,18ppm
8:40 AM,18ppm
8:40 AM,18ppm
8:40 AM,17ppm
8:40 AM,17ppm
8:40 AM,17ppm
8:40 AM,17ppm
8:40 AM,17ppm
8:40 AM,17ppm
8:40 AM,17ppm
8:40 AM,16ppm
8:40 AM,16ppm
8:40 AM,16ppm
8:40 AM,16ppm
8:40 AM,16ppm
8:40 AM,16ppm
8:40 AM,16ppm
8:40 AM,16ppm
8:40 AM,16ppm
8:40 AM,16ppm
8:40 AM,16ppm
8:40 AM,15ppm
8:40 AM,15ppm
8:40 AM,15ppm
8:40 AM,15ppm
8:40 AM,15ppm
8:40 AM,15ppm
8:40 AM,15ppm
8:40 AM,15ppm
8:40 AM,15ppm
8:40 AM,15ppm
8:40 AM,15ppm
8:40 AM,15ppm
8:40 AM,15ppm
8:41 AM,15ppm
8:41 AM,15ppm
8:41 AM,15ppm
8:41 AM,15ppm
8:41 AM,15ppm
8:41 AM,15ppm
8:41 AM,15ppm
8:41 AM,15ppm
8:41 AM,15ppm
8:41 AM,14ppm
8:41 AM,14ppm
8:41 AM,14ppm
8:41 AM,14ppm
8:41 AM,14ppm
8:41 AM,14ppm
8:41 AM,14ppm
8:41 AM,14ppm
8:41 AM,14ppm
8:41 AM,14ppm
8:41 AM,14ppm
8:41 AM,14ppm
8:41 AM,14ppm
8:41 AM,14ppm
8:41 AM,14ppm
8:41 AM,14ppm
8:41 AM,14ppm
8:41 AM,14ppm
8:41 AM,14ppm
8:41 AM,14ppm
8:41 AM,14ppm
8:41 AM,14ppm
8:41 AM,14ppm
8:41 AM,14ppm
8:41 AM,14ppm
8:41 AM,14ppm
8:41 AM,14ppm
8:41 AM,14ppm
8:41 AM,14ppm
8:41 AM,14ppm
8:41 AM,14ppm
8:41 AM,14ppm
8:41 AM,14ppm
8:41 AM,14ppm
8:41 AM,14ppm
8:41 AM,14ppm
8:41 AM,14ppm
8:41 AM,14ppm
8:41 AM,14ppm
8:41 AM,14ppm
8:41 AM,14ppm
8:41 AM,14ppm
8:41 AM,14ppm
8:41 AM,13ppm
8:41 AM,13ppm
8:41 AM,13ppm
8:41 AM,13ppm
8:41 AM,13ppm
8:41 AM,13ppm
8:41 AM,13ppm
8:41 AM,13ppm
8:42 AM,13ppm
8:42 AM,13ppm
8:42 AM,13ppm
8:42 AM,13ppm
8:42 AM,13ppm
8:42 AM,13ppm
8:42 AM,13ppm
8:42 AM,13ppm
8:42 AM,13ppm
8:42 AM,13ppm
8:42 AM,13ppm
8:42 AM,13ppm
8:42 AM,13ppm
8:42 AM,13ppm
8:42 AM,13ppm
8:42 AM,13ppm
8:42 AM,13ppm
8:42 AM,13ppm
8:42 AM,13ppm
8:42 AM,13ppm
8:42 AM,13ppm
8:42 AM,13ppm
8:42 AM,13ppm
8:42 AM,13ppm
8:42 AM,13ppm
8:42 AM,13ppm
8:42 AM,13ppm
8:42 AM,13ppm
8:42 AM,13ppm
8:42 AM,13ppm
8:42 AM,13ppm
8:42 AM,13ppm
8:42 AM,13ppm
8:42 AM,13ppm
8:42 AM,13ppm
8:42 AM,13ppm
8:42 AM,13ppm
8:42 AM,13ppm
8:42 AM,13ppm
8:42 AM,13ppm
8:42 AM,13ppm
8:42 AM,13ppm
8:42 AM,13ppm
8:42 AM,13ppm
8:42 AM,13ppm
8:42 AM,13ppm
8:42 AM,13ppm
8:42 AM,13ppm
8:42 AM,13ppm
8:42 AM,13ppm
8:42 AM,13ppm
8:42 AM,13ppm
8:42 AM,13ppm
8:42 AM,13ppm
8:42 AM,13ppm
8:42 AM,13ppm
8:42 AM,13ppm
8:42 AM,13ppm
8:42 AM,13ppm
8:42 AM,13ppm
8:43 AM,13ppm
8:43 AM,13ppm
8:43 AM,13ppm
8:43 AM,13ppm
8:43 AM,13ppm
8:43 AM,13ppm
8:43 AM,13ppm
8:43 AM,12ppm
8:43 AM,12ppm
8:43 AM,12ppm
8:43 AM,12ppm
8:43 AM,12ppm
8:43 AM,12ppm
8:43 AM,12ppm
8:43 AM,12ppm
8:43 AM,12ppm
8:43 AM,12ppm
8:43 AM,12ppm
8:43 AM,12ppm
8:43 AM,12ppm
8:43 AM,12ppm
8:43 AM,13ppm
8:43 AM,13ppm
8:43 AM,12ppm
8:43 AM,13ppm
8:43 AM,13ppm
8:43 AM,12ppm
8:43 AM,12ppm
8:43 AM,12ppm
8:43 AM,12ppm
8:43 AM,13ppm
8:43 AM,12ppm
8:43 AM,13ppm
8:43 AM,13ppm
8:43 AM,13ppm
8:43 AM,13ppm
8:43 AM,13ppm
8:43 AM,13ppm
8:43 AM,13ppm
8:43 AM,13ppm
8:43 AM,13ppm
8:43 AM,14ppm
8:43 AM,14ppm
8:43 AM,13ppm
8:43 AM,13ppm
8:43 AM,16ppm
8:43 AM,22ppm
8:43 AM,27ppm
8:43 AM,28ppm
8:43 AM,29ppm
8:43 AM,32ppm
8:43 AM,33ppm
8:43 AM,35ppm
8:43 AM,36ppm
8:43 AM,37ppm
8:43 AM,37ppm
8:43 AM,38ppm
8:43 AM,36ppm
8:43 AM,32ppm
8:43 AM,29ppm
8:44 AM,27ppm
8:44 AM,26ppm
8:44 AM,24ppm
8:44 AM,23ppm
8:44 AM,22ppm
8:44 AM,21ppm
8:44 AM,20ppm
8:44 AM,20ppm
8:44 AM,19ppm
8:44 AM,19ppm
8:44 AM,18ppm
8:44 AM,18ppm
8:44 AM,18ppm
8:44 AM,17ppm
8:44 AM,17ppm
8:44 AM,17ppm
8:44 AM,16ppm
8:44 AM,16ppm
8:44 AM,16ppm
8:44 AM,16ppm
8:44 AM,16ppm
8:44 AM,15ppm
8:44 AM,15ppm
8:44 AM,15ppm
8:44 AM,15ppm
8:44 AM,15ppm
8:44 AM,15ppm
8:44 AM,15ppm
8:44 AM,14ppm
8:44 AM,14ppm
8:44 AM,14ppm
8:44 AM,14ppm
8:44 AM,14ppm
8:44 AM,14ppm
8:44 AM,14ppm
8:44 AM,14ppm
8:44 AM,14ppm
8:44 AM,14ppm
8:44 AM,14ppm
8:44 AM,13ppm
8:44 AM,13ppm
8:44 AM,13ppm
8:44 AM,13ppm
8:44 AM,13ppm
8:44 AM,13ppm
8:44 AM,13ppm
8:44 AM,13ppm
8:44 AM,13ppm
8:44 AM,13ppm
8:44 AM,13ppm
8:44 AM,13ppm
8:44 AM,13ppm
8:44 AM,13ppm
8:44 AM,13ppm
8:44 AM,13ppm
8:44 AM,13ppm
8:44 AM,13ppm
8:44 AM,13ppm
8:44 AM,13ppm
8:44 AM,13ppm
8:45 AM,13ppm
8:45 AM,13ppm
8:45 AM,12ppm
8:45 AM,12ppm
8:45 AM,12ppm
8:45 AM,12ppm
8:45 AM,12ppm
8:45 AM,12ppm
8:45 AM,12ppm
8:45 AM,12ppm
8:45 AM,12ppm
8:45 AM,12ppm
8:45 AM,12ppm
8:45 AM,12ppm
8:45 AM,12ppm
8:45 AM,12ppm
8:45 AM,12ppm
8:45 AM,12ppm
8:45 AM,12ppm
8:45 AM,12ppm
8:45 AM,12ppm
8:45 AM,12ppm
8:45 AM,12ppm
8:45 AM,12ppm
8:45 AM,12ppm
8:45 AM,12ppm
8:45 AM,12ppm
8:45 AM,12ppm
8:45 AM,12ppm
8:45 AM,12ppm
8:45 AM,12ppm
8:45 AM,12ppm
8:45 AM,12ppm
8:45 AM,12ppm
8:45 AM,12ppm
8:45 AM,12ppm
8:45 AM,12ppm
8:45 AM,12ppm
8:45 AM,12ppm
8:45 AM,12ppm
8:45 AM,12ppm
8:45 AM,12ppm
8:45 AM,12ppm
8:45 AM,12ppm
8:45 AM,12ppm
8:45 AM,12ppm
8:45 AM,12ppm
8:45 AM,12ppm
8:45 AM,12ppm
8:45 AM,12ppm
8:45 AM,12ppm
8:45 AM,12ppm
8:45 AM,12ppm
8:45 AM,12ppm
8:45 AM,12ppm
8:45 AM,12ppm
8:45 AM,12ppm
8:45 AM,12ppm
8:45 AM,12ppm
8:45 AM,11ppm
8:46 AM,11ppm
8:46 AM,11ppm
8:46 AM,11ppm
8:46 AM,11ppm
8:46 AM,11ppm
8:46 AM,11ppm
8:46 AM,11ppm
8:46 AM,11ppm
8:46 AM,11ppm
8:46 AM,11ppm
8:46 AM,11ppm
8:46 AM,11ppm
8:46 AM,11ppm
8:46 AM,11ppm
8:46 AM,11ppm
8:46 AM,11ppm
8:46 AM,11ppm
8:46 AM,11ppm
8:46 AM,11ppm
8:46 AM,11ppm
8:46 AM,11ppm
8:46 AM,11ppm
8:46 AM,11ppm
8:46 AM,11ppm
8:46 AM,11ppm
8:46 AM,11ppm
8:46 AM,11ppm
8:46 AM,11ppm
8:46 AM,11ppm
8:46 AM,11ppm
8:46 AM,11ppm
8:46 AM,11ppm
8:46 AM,11ppm
8:46 AM,11ppm
8:46 AM,11ppm
8:46 AM,11ppm
8:46 AM,11ppm
8:46 AM,11ppm
8:46 AM,11ppm
8:46 AM,11ppm
8:46 AM,11ppm
8:46 AM,11ppm
8:46 AM,11ppm
8:46 AM,11ppm
8:46 AM,11ppm
8:46 AM,11ppm
8:46 AM,11ppm
8:46 AM,11ppm
8:46 AM,11ppm
8:46 AM,11ppm
8:46 AM,11ppm
8:46 AM,11ppm
8:46 AM,11ppm
8:46 AM,11ppm
8:46 AM,11ppm
8:46 AM,11ppm
8:46 AM,11ppm
8:46 AM,11ppm
8:46 AM,11ppm
8:46 AM,11ppm
8:47 AM,11ppm
8:47 AM,11ppm
8:47 AM,11ppm
8:47 AM,11ppm
8:47 AM,11ppm
8:47 AM,11ppm
8:47 AM,11ppm
8:47 AM,11ppm
8:47 AM,11ppm
8:47 AM,11ppm
8:47 AM,11ppm
8:47 AM,11ppm
8:47 AM,11ppm
8:47 AM,11ppm
8:47 AM,11ppm
8:47 AM,11ppm
8:47 AM,11ppm
8:47 AM,11ppm
8:47 AM,11ppm
8:47 AM,11ppm
8:47 AM,11ppm
8:47 AM,11ppm
8:47 AM,11ppm
8:47 AM,11ppm
8:47 AM,11ppm
8:47 AM,11ppm
8:47 AM,11ppm
8:47 AM,11ppm
8:47 AM,11ppm
8:47 AM,11ppm
8:47 AM,11ppm
8:47 AM,11ppm
8:47 AM,11ppm
8:47 AM,11ppm
8:47 AM,11ppm
8:47 AM,11ppm
8:47 AM,11ppm
8:47 AM,11ppm
8:47 AM,11ppm
8:47 AM,11ppm
8:47 AM,11ppm
8:47 AM,11ppm
8:47 AM,11ppm
8:47 AM,11ppm
8:47 AM,11ppm
8:47 AM,11ppm
8:47 AM,11ppm
8:47 AM,11ppm
8:47 AM,11ppm
8:47 AM,11ppm
8:47 AM,11ppm
8:47 AM,11ppm
8:47 AM,11ppm
8:47 AM,11ppm
8:47 AM,11ppm
8:47 AM,11ppm
8:47 AM,11ppm
8:47 AM,11ppm
8:47 AM,11ppm
8:47 AM,11ppm
8:48 AM,11ppm
8:48 AM,11ppm
8:48 AM,11ppm
8:48 AM,11ppm
8:48 AM,11ppm
8:48 AM,11ppm
8:48 AM,11ppm
8:48 AM,11ppm
8:48 AM,11ppm
8:48 AM,11ppm
8:48 AM,11ppm
8:48 AM,11ppm
8:48 AM,11ppm
8:48 AM,11ppm
8:48 AM,11ppm
8:48 AM,11ppm
8:48 AM,11ppm
8:48 AM,11ppm
8:48 AM,11ppm
8:48 AM,10ppm
8:48 AM,10ppm
8:48 AM,10ppm
8:48 AM,10ppm
8:48 AM,10ppm
8:48 AM,10ppm
8:48 AM,10ppm
8:48 AM,10ppm
8:48 AM,10ppm
8:48 AM,10ppm
8:48 AM,10ppm
8:48 AM,10ppm
8:48 AM,10ppm
8:48 AM,10ppm
8:48 AM,10ppm
8:48 AM,10ppm
8:48 AM,10ppm
8:48 AM,10ppm
8:48 AM,10ppm
8:48 AM,10ppm
8:48 AM,10ppm
8:48 AM,10ppm
8:48 AM,10ppm
8:48 AM,10ppm
8:48 AM,10ppm
8:48 AM,10ppm
8:48 AM,10ppm
8:48 AM,10ppm
8:48 AM,10ppm
8:48 AM,10ppm
8:48 AM,10ppm
8:48 AM,10ppm
8:48 AM,10ppm
8:48 AM,10ppm
8:48 AM,10ppm
8:48 AM,10ppm
8:48 AM,10ppm
8:48 AM,10ppm
8:48 AM,10ppm
8:48 AM,10ppm
8:48 AM,10ppm
8:49 AM,10ppm
8:49 AM,10ppm
8:49 AM,10ppm
8:49 AM,10ppm
8:49 AM,10ppm
8:49 AM,10ppm
8:49 AM,10ppm
8:49 AM,10ppm
8:49 AM,10ppm
8:49 AM,10ppm
8:49 AM,10ppm
8:49 AM,10ppm
8:49 AM,10ppm
8:49 AM,10ppm
8:49 AM,10ppm
8:49 AM,10ppm
8:49 AM,10ppm
8:49 AM,10ppm
8:49 AM,10ppm
8:49 AM,10ppm
8:49 AM,10ppm
8:49 AM,10ppm
8:49 AM,10ppm
8:49 AM,10ppm
8:49 AM,10ppm
8:49 AM,10ppm
8:49 AM,10ppm
8:49 AM,10ppm
8:49 AM,11ppm
8:49 AM,12ppm
8:49 AM,13ppm
8:49 AM,16ppm
8:49 AM,18ppm
8:49 AM,19ppm
8:49 AM,19ppm
8:49 AM,17ppm
8:49 AM,16ppm
8:49 AM,16ppm
8:49 AM,15ppm
8:49 AM,15ppm
8:49 AM,18ppm
8:49 AM,26ppm
8:49 AM,26ppm
8:49 AM,32ppm
8:49 AM,35ppm
8:49 AM,37ppm
8:49 AM,34ppm
8:49 AM,33ppm
8:49 AM,37ppm
8:49 AM,38ppm
8:49 AM,38ppm
8:49 AM,37ppm
8:49 AM,37ppm
8:49 AM,37ppm
8:49 AM,37ppm
8:49 AM,38ppm
8:49 AM,41ppm
8:49 AM,41ppm
8:49 AM,39ppm
8:49 AM,38ppm
8:50 AM,36ppm
8:50 AM,35ppm
8:50 AM,36ppm
8:50 AM,36ppm
8:50 AM,36ppm
8:50 AM,39ppm
8:50 AM,42ppm
8:50 AM,43ppm
8:50 AM,42ppm
8:50 AM,44ppm
8:50 AM,44ppm
8:50 AM,46ppm
8:50 AM,46ppm
8:50 AM,46ppm
8:50 AM,45ppm
8:50 AM,45ppm
8:50 AM,43ppm
8:50 AM,43ppm
8:50 AM,42ppm
8:50 AM,42ppm
8:50 AM,41ppm
8:50 AM,40ppm
8:50 AM,39ppm
8:50 AM,40ppm
8:50 AM,39ppm
8:50 AM,35ppm
8:50 AM,32ppm
8:50 AM,34ppm
8:50 AM,36ppm
8:50 AM,37ppm
8:50 AM,35ppm
8:50 AM,32ppm
8:50 AM,32ppm
8:50 AM,35ppm
8:50 AM,36ppm
8:50 AM,33ppm
8:50 AM,32ppm
8:50 AM,33ppm
8:50 AM,34ppm
8:50 AM,36ppm
8:50 AM,40ppm
8:50 AM,42ppm
8:50 AM,42ppm
8:50 AM,41ppm
8:50 AM,41ppm
8:50 AM,39ppm
8:50 AM,36ppm
8:50 AM,39ppm
8:50 AM,41ppm
8:50 AM,42ppm
8:50 AM,42ppm
8:50 AM,44ppm
8:50 AM,45ppm
8:50 AM,45ppm
8:50 AM,46ppm
8:50 AM,45ppm
8:50 AM,45ppm
8:50 AM,45ppm
8:50 AM,44ppm
8:50 AM,44ppm
8:51 AM,44ppm
8:51 AM,40ppm
8:51 AM,41ppm
8:51 AM,43ppm
8:51 AM,44ppm
8:51 AM,48ppm
8:51 AM,50ppm
8:51 AM,50ppm
8:51 AM,48ppm
8:51 AM,42ppm
8:51 AM,36ppm
8:51 AM,34ppm
8:51 AM,36ppm
8:51 AM,37ppm
8:51 AM,36ppm
8:51 AM,34ppm
8:51 AM,31ppm
8:51 AM,29ppm
8:51 AM,33ppm
8:51 AM,39ppm
8:51 AM,42ppm
8:51 AM,41ppm
8:51 AM,40ppm
8:51 AM,40ppm
8:51 AM,39ppm
8:51 AM,36ppm
8:51 AM,33ppm
8:51 AM,30ppm
8:51 AM,30ppm
8:51 AM,33ppm
8:51 AM,38ppm
8:51 AM,40ppm
8:51 AM,41ppm
8:51 AM,41ppm
8:51 AM,40ppm
8:51 AM,40ppm
8:51 AM,41ppm
8:51 AM,41ppm
8:51 AM,40ppm
8:51 AM,41ppm
8:51 AM,39ppm
8:51 AM,38ppm
8:51 AM,39ppm
8:51 AM,39ppm
8:51 AM,40ppm
8:51 AM,40ppm
8:51 AM,39ppm
8:51 AM,38ppm
8:51 AM,37ppm
8:51 AM,37ppm
8:51 AM,36ppm
8:51 AM,35ppm
8:51 AM,33ppm
8:51 AM,27ppm
8:51 AM,22ppm
8:51 AM,20ppm
8:51 AM,18ppm
8:51 AM,17ppm
8:51 AM,16ppm
8:51 AM,15ppm
8:52 AM,15ppm
8:52 AM,15ppm
8:52 AM,15ppm
8:52 AM,14ppm
8:52 AM,14ppm
8:52 AM,14ppm
8:52 AM,13ppm
8:52 AM,13ppm
8:52 AM,19ppm
8:52 AM,21ppm
8:52 AM,25ppm
8:52 AM,30ppm
8:52 AM,32ppm
8:52 AM,33ppm
8:52 AM,33ppm
8:52 AM,36ppm
8:52 AM,37ppm
8:52 AM,37ppm
8:52 AM,37ppm
8:52 AM,39ppm
8:52 AM,39ppm
8:52 AM,38ppm
8:52 AM,38ppm
8:52 AM,38ppm
8:52 AM,37ppm
8:52 AM,36ppm
8:52 AM,34ppm
8:52 AM,36ppm
8:52 AM,37ppm
8:52 AM,37ppm
8:52 AM,36ppm
8:52 AM,34ppm
8:52 AM,31ppm
8:52 AM,29ppm
8:52 AM,27ppm
8:52 AM,27ppm
8:52 AM,25ppm
8:52 AM,22ppm
8:52 AM,20ppm
8:52 AM,18ppm
8:52 AM,17ppm
8:52 AM,17ppm
8:52 AM,16ppm
8:52 AM,16ppm
8:52 AM,16ppm
8:52 AM,23ppm
8:52 AM,29ppm
8:52 AM,34ppm
8:52 AM,35ppm
8:52 AM,36ppm
8:52 AM,37ppm
8:52 AM,38ppm
8:52 AM,38ppm
8:52 AM,38ppm
8:52 AM,38ppm
8:52 AM,37ppm
8:52 AM,36ppm
8:52 AM,35ppm
8:52 AM,35ppm
8:52 AM,36ppm
8:53 AM,31ppm
8:53 AM,25ppm
8:53 AM,21ppm
8:53 AM,19ppm
8:53 AM,18ppm
8:53 AM,17ppm
8:53 AM,16ppm
8:53 AM,15ppm
8:53 AM,15ppm
8:53 AM,14ppm
8:53 AM,14ppm
8:53 AM,14ppm
8:53 AM,13ppm
8:53 AM,13ppm
8:53 AM,13ppm
8:53 AM,13ppm
8:53 AM,13ppm
8:53 AM,12ppm
8:53 AM,12ppm
8:53 AM,12ppm
8:53 AM,12ppm
8:53 AM,12ppm
8:53 AM,12ppm
8:53 AM,12ppm
8:53 AM,12ppm
