Time,With_variation
8:37 AM,223
8:37 AM,220
8:37 AM,218
8:37 AM,215
8:37 AM,213
8:37 AM,211
8:37 AM,209
8:37 AM,208
8:37 AM,206
8:37 AM,205
8:37 AM,203
8:37 AM,202
8:37 AM,201
8:37 AM,200
8:37 AM,199
8:37 AM,198
8:37 AM,197
8:37 AM,196
8:37 AM,195
8:37 AM,195
8:37 AM,194
8:37 AM,193
8:37 AM,192
8:37 AM,192
8:37 AM,192
8:37 AM,191
8:37 AM,191
8:37 AM,190
8:37 AM,189
8:37 AM,189
8:37 AM,189
8:38 AM,188
8:38 AM,188
8:38 AM,188
8:38 AM,188
8:38 AM,187
8:38 AM,187
8:38 AM,187
8:38 AM,187
8:38 AM,186
8:38 AM,186
8:38 AM,186
8:38 AM,186
8:38 AM,186
8:38 AM,185
8:38 AM,185
8:38 AM,185
8:38 AM,185
8:38 AM,184
8:38 AM,184
8:38 AM,184
8:38 AM,184
8:38 AM,183
8:38 AM,183
8:38 AM,183
8:38 AM,183
8:38 AM,183
8:38 AM,183
8:38 AM,183
8:38 AM,182
8:38 AM,182
8:38 AM,182
8:38 AM,182
8:38 AM,182
8:38 AM,182
8:38 AM,182
8:38 AM,181
8:38 AM,181
8:38 AM,181
8:38 AM,181
8:38 AM,181
8:38 AM,181
8:38 AM,180
8:38 AM,180
8:38 AM,180
8:38 AM,180
8:38 AM,180
8:38 AM,180
8:38 AM,180
8:38 AM,180
8:38 AM,180
8:38 AM,180
8:38 AM,180
8:38 AM,180
8:38 AM,180
8:38 AM,180
8:38 AM,179
8:38 AM,179
8:38 AM,179
8:38 AM,179
8:38 AM,179
8:39 AM,179
8:39 AM,179
8:39 AM,178
8:39 AM,178
8:39 AM,178
8:39 AM,178
8:39 AM,178
8:39 AM,178
8:39 AM,178
8:39 AM,178
8:39 AM,178
8:39 AM,177
8:39 AM,178
8:39 AM,177
8:39 AM,177
8:39 AM,177
8:39 AM,177
8:39 AM,177
8:39 AM,177
8:39 AM,177
8:39 AM,177
8:39 AM,177
8:39 AM,176
8:39 AM,176
8:39 AM,176
8:39 AM,176
8:39 AM,176
8:39 AM,176
8:39 AM,176
8:39 AM,176
8:39 AM,176
8:39 AM,176
8:39 AM,176
8:39 AM,176
8:39 AM,176
8:39 AM,176
8:39 AM,176
8:39 AM,176
8:39 AM,176
8:39 AM,176
8:39 AM,175
8:39 AM,175
8:39 AM,175
8:39 AM,175
8:39 AM,175
8:39 AM,175
8:39 AM,175
8:39 AM,175
8:39 AM,175
8:39 AM,175
8:39 AM,175
8:39 AM,175
8:39 AM,175
8:39 AM,175
8:39 AM,175
8:39 AM,175
8:39 AM,175
8:39 AM,175
8:39 AM,175
8:39 AM,174
8:40 AM,174
8:40 AM,174
8:40 AM,174
8:40 AM,174
8:40 AM,174
8:40 AM,174
8:40 AM,174
8:40 AM,174
8:40 AM,174
8:40 AM,174
8:40 AM,174
8:40 AM,174
8:40 AM,174
8:40 AM,174
8:40 AM,174
8:40 AM,174
8:40 AM,174
8:40 AM,173
8:40 AM,173
8:40 AM,174
8:40 AM,173
8:40 AM,174
8:40 AM,173
8:40 AM,173
8:40 AM,173
8:40 AM,173
8:40 AM,173
8:40 AM,173
8:40 AM,173
8:40 AM,173
8:40 AM,173
8:40 AM,173
8:40 AM,173
8:40 AM,173
8:40 AM,173
8:40 AM,173
8:40 AM,174
8:40 AM,173
8:40 AM,174
8:40 AM,176
8:40 AM,176
8:40 AM,176
8:40 AM,176
8:40 AM,176
8:40 AM,176
8:40 AM,175
8:40 AM,175
8:40 AM,175
8:40 AM,175
8:40 AM,175
8:40 AM,175
8:40 AM,175
8:40 AM,175
8:40 AM,175
8:40 AM,175
8:40 AM,175
8:40 AM,175
8:40 AM,175
8:40 AM,175
8:40 AM,175
8:41 AM,175
8:41 AM,175
8:41 AM,174
8:41 AM,175
8:41 AM,174
8:41 AM,175
8:41 AM,174
8:41 AM,174
8:41 AM,174
8:41 AM,174
8:41 AM,174
8:41 AM,174
8:41 AM,174
8:41 AM,174
8:41 AM,175
8:41 AM,175
8:41 AM,176
8:41 AM,178
8:41 AM,189
8:41 AM,197
8:41 AM,201
8:41 AM,204
8:41 AM,197
8:41 AM,214
8:41 AM,218
8:41 AM,220
8:41 AM,221
8:41 AM,220
8:41 AM,218
8:41 AM,215
8:41 AM,216
8:41 AM,225
8:41 AM,224
8:41 AM,224
8:41 AM,223
8:41 AM,226
8:41 AM,228
8:41 AM,232
8:41 AM,234
8:41 AM,230
8:41 AM,238
8:41 AM,247
8:41 AM,250
8:41 AM,249
8:41 AM,254
8:41 AM,257
8:41 AM,258
8:41 AM,258
8:41 AM,255
8:41 AM,247
8:41 AM,250
8:41 AM,256
8:41 AM,260
8:41 AM,260
8:41 AM,263
8:41 AM,211
8:41 AM,234
8:41 AM,254
8:41 AM,267
8:41 AM,274
8:42 AM,276
8:42 AM,276
8:42 AM,247
8:42 AM,236
8:42 AM,252
8:42 AM,257
8:42 AM,281
8:42 AM,296
8:42 AM,304
8:42 AM,276
8:42 AM,292
8:42 AM,308
8:42 AM,317
8:42 AM,318
8:42 AM,315
8:42 AM,284
8:42 AM,301
8:42 AM,316
8:42 AM,323
8:42 AM,322
8:42 AM,302
8:42 AM,306
8:42 AM,324
8:42 AM,333
8:42 AM,334
8:42 AM,331
8:42 AM,311
8:42 AM,303
8:42 AM,325
8:42 AM,336
8:42 AM,326
8:42 AM,332
8:42 AM,316
8:42 AM,338
8:42 AM,350
8:42 AM,354
8:42 AM,351
8:42 AM,344
8:42 AM,335
8:42 AM,325
8:42 AM,315
8:42 AM,306
8:42 AM,297
8:42 AM,288
8:42 AM,281
8:42 AM,274
8:42 AM,268
8:42 AM,262
8:42 AM,258
8:42 AM,253
8:42 AM,249
8:42 AM,246
8:42 AM,242
8:42 AM,240
8:42 AM,237
8:42 AM,235
8:42 AM,232
8:42 AM,230
8:42 AM,228
8:42 AM,227
8:43 AM,225
8:43 AM,224
8:43 AM,222
8:43 AM,221
8:43 AM,220
8:43 AM,218
8:43 AM,217
8:43 AM,216
8:43 AM,215
8:43 AM,214
8:43 AM,214
8:43 AM,213
8:43 AM,212
8:43 AM,211
8:43 AM,211
8:43 AM,210
8:43 AM,209
8:43 AM,209
8:43 AM,208
8:43 AM,207
8:43 AM,207
8:43 AM,207
8:43 AM,206
8:43 AM,205
8:43 AM,205
8:43 AM,204
8:43 AM,204
8:43 AM,204
8:43 AM,203
8:43 AM,203
8:43 AM,203
8:43 AM,202
8:43 AM,202
8:43 AM,202
8:43 AM,201
8:43 AM,201
8:43 AM,201
8:43 AM,200
8:43 AM,200
8:43 AM,200
8:43 AM,199
8:43 AM,199
8:43 AM,199
8:43 AM,199
8:43 AM,198
8:43 AM,198
8:43 AM,198
8:43 AM,198
8:43 AM,198
8:43 AM,197
8:43 AM,197
8:43 AM,197
8:43 AM,196
8:43 AM,196
8:43 AM,196
8:43 AM,196
8:43 AM,195
8:43 AM,195
8:43 AM,195
8:43 AM,195
8:44 AM,195
8:44 AM,195
8:44 AM,195
8:44 AM,194
8:44 AM,194
8:44 AM,194
8:44 AM,194
8:44 AM,193
8:44 AM,193
8:44 AM,193
8:44 AM,193
8:44 AM,193
8:44 AM,193
8:44 AM,193
8:44 AM,192
8:44 AM,192
8:44 AM,192
8:44 AM,192
8:44 AM,192
8:44 AM,191
8:44 AM,191
8:44 AM,191
8:44 AM,191
8:44 AM,191
8:44 AM,191
8:44 AM,191
8:44 AM,191
8:44 AM,190
8:44 AM,190
8:44 AM,191
8:44 AM,190
8:44 AM,190
8:44 AM,190
8:44 AM,190
8:44 AM,190
8:44 AM,190
8:44 AM,190
8:44 AM,190
8:44 AM,190
8:44 AM,190
8:44 AM,189
8:44 AM,189
8:44 AM,189
8:44 AM,189
8:44 AM,189
8:44 AM,189
8:44 AM,189
8:44 AM,189
8:44 AM,189
8:44 AM,188
8:44 AM,188
8:44 AM,188
8:44 AM,188
8:44 AM,188
8:44 AM,188
8:44 AM,188
8:44 AM,188
8:44 AM,188
8:44 AM,188
8:44 AM,188
8:45 AM,188
8:45 AM,187
8:45 AM,187
8:45 AM,187
8:45 AM,187
8:45 AM,187
8:45 AM,187
8:45 AM,187
8:45 AM,187
8:45 AM,187
8:45 AM,187
8:45 AM,187
8:45 AM,187
8:45 AM,187
8:45 AM,186
8:45 AM,186
8:45 AM,186
8:45 AM,186
8:45 AM,186
8:45 AM,186
8:45 AM,186
8:45 AM,186
8:45 AM,186
8:45 AM,186
8:45 AM,186
8:45 AM,185
8:45 AM,185
8:45 AM,185
8:45 AM,185
8:45 AM,185
8:45 AM,186
8:45 AM,185
8:45 AM,185
8:45 AM,185
8:45 AM,185
8:45 AM,185
8:45 AM,185
8:45 AM,185
8:45 AM,185
8:45 AM,185
8:45 AM,185
8:45 AM,185
8:45 AM,185
8:45 AM,184
8:45 AM,184
8:45 AM,184
8:45 AM,184
8:45 AM,184
8:45 AM,184
8:45 AM,184
8:45 AM,184
8:45 AM,184
8:45 AM,184
8:45 AM,184
8:45 AM,184
8:45 AM,184
8:45 AM,184
8:45 AM,184
8:45 AM,184
8:45 AM,183
8:46 AM,183
8:46 AM,183
8:46 AM,183
8:46 AM,183
8:46 AM,183
8:46 AM,183
8:46 AM,183
8:46 AM,183
8:46 AM,183
8:46 AM,183
8:46 AM,183
8:46 AM,183
8:46 AM,183
8:46 AM,183
8:46 AM,183
8:46 AM,183
8:46 AM,183
8:46 AM,183
8:46 AM,182
8:46 AM,182
8:46 AM,182
8:46 AM,182
8:46 AM,182
8:46 AM,182
8:46 AM,182
8:46 AM,182
8:46 AM,182
8:46 AM,182
8:46 AM,182
8:46 AM,182
8:46 AM,182
8:46 AM,182
8:46 AM,182
8:46 AM,182
8:46 AM,182
8:46 AM,182
8:46 AM,181
8:46 AM,181
8:46 AM,181
8:46 AM,181
8:46 AM,181
8:46 AM,181
8:46 AM,181
8:46 AM,181
8:46 AM,181
8:46 AM,181
8:46 AM,180
8:46 AM,181
8:46 AM,181
8:46 AM,180
8:46 AM,180
8:46 AM,180
8:46 AM,180
8:46 AM,180
8:46 AM,180
8:46 AM,180
8:46 AM,180
8:46 AM,180
8:46 AM,180
8:46 AM,180
8:47 AM,180
8:47 AM,180
8:47 AM,180
8:47 AM,180
8:47 AM,180
8:47 AM,180
8:47 AM,180
8:47 AM,180
8:47 AM,180
8:47 AM,180
8:47 AM,180
8:47 AM,179
8:47 AM,180
8:47 AM,179
8:47 AM,179
8:47 AM,179
8:47 AM,179
8:47 AM,179
8:47 AM,179
8:47 AM,179
8:47 AM,179
8:47 AM,179
8:47 AM,179
8:47 AM,179
8:47 AM,179
8:47 AM,179
8:47 AM,179
8:47 AM,179
8:47 AM,179
8:47 AM,179
8:47 AM,179
8:47 AM,179
8:47 AM,179
8:47 AM,179
8:47 AM,179
8:47 AM,178
8:47 AM,178
8:47 AM,179
8:47 AM,178
8:47 AM,178
8:47 AM,178
8:47 AM,178
8:47 AM,178
8:47 AM,178
8:47 AM,178
8:47 AM,178
8:47 AM,178
8:47 AM,178
8:47 AM,178
8:47 AM,178
8:47 AM,177
8:47 AM,177
8:47 AM,178
8:47 AM,177
8:47 AM,178
8:47 AM,178
8:47 AM,177
8:47 AM,178
8:47 AM,177
8:47 AM,177
8:48 AM,177
8:48 AM,177
8:48 AM,177
8:48 AM,177
8:48 AM,177
8:48 AM,177
8:48 AM,177
8:48 AM,177
8:48 AM,177
8:48 AM,177
8:48 AM,177
8:48 AM,177
8:48 AM,177
8:48 AM,177
8:48 AM,177
8:48 AM,177
8:48 AM,177
8:48 AM,177
8:48 AM,177
8:48 AM,177
8:48 AM,177
8:48 AM,176
8:48 AM,177
8:48 AM,177
8:48 AM,177
8:48 AM,177
8:48 AM,176
8:48 AM,176
8:48 AM,176
8:48 AM,176
8:48 AM,176
8:48 AM,176
8:48 AM,176
8:48 AM,176
8:48 AM,176
8:48 AM,176
8:48 AM,176
8:48 AM,176
8:48 AM,176
8:48 AM,176
8:48 AM,176
8:48 AM,176
8:48 AM,176
8:48 AM,176
8:48 AM,176
8:48 AM,176
8:48 AM,176
8:48 AM,176
8:48 AM,176
8:48 AM,176
8:48 AM,176
8:48 AM,175
8:48 AM,176
8:48 AM,176
8:48 AM,176
8:48 AM,176
8:48 AM,176
8:48 AM,176
8:48 AM,176
8:48 AM,175
8:49 AM,175
8:49 AM,175
8:49 AM,175
8:49 AM,175
8:49 AM,175
8:49 AM,175
8:49 AM,175
8:49 AM,175
8:49 AM,175
8:49 AM,175
8:49 AM,175
8:49 AM,175
8:49 AM,175
8:49 AM,175
8:49 AM,175
8:49 AM,175
8:49 AM,175
8:49 AM,175
8:49 AM,175
8:49 AM,175
8:49 AM,175
8:49 AM,175
8:49 AM,175
8:49 AM,175
8:49 AM,175
8:49 AM,175
8:49 AM,175
8:49 AM,175
8:49 AM,175
8:49 AM,175
8:49 AM,175
8:49 AM,175
8:49 AM,175
8:49 AM,175
8:49 AM,175
8:49 AM,175
8:49 AM,175
8:49 AM,175
8:49 AM,175
8:49 AM,175
8:49 AM,175
8:49 AM,175
8:49 AM,175
8:49 AM,175
8:49 AM,175
8:49 AM,175
8:49 AM,175
8:49 AM,175
8:49 AM,174
8:49 AM,175
8:49 AM,174
8:49 AM,174
8:49 AM,174
8:49 AM,174
8:49 AM,174
8:49 AM,174
8:49 AM,174
8:49 AM,174
8:49 AM,174
8:49 AM,174
8:50 AM,174
8:50 AM,174
8:50 AM,174
8:50 AM,174
8:50 AM,174
8:50 AM,174
8:50 AM,174
8:50 AM,174
8:50 AM,174
8:50 AM,174
8:50 AM,174
8:50 AM,174
8:50 AM,174
8:50 AM,174
8:50 AM,174
8:50 AM,174
8:50 AM,174
8:50 AM,174
8:50 AM,174
8:50 AM,174
8:50 AM,174
8:50 AM,174
8:50 AM,174
8:50 AM,174
8:50 AM,174
8:50 AM,174
8:50 AM,174
8:50 AM,174
8:50 AM,174
8:50 AM,174
8:50 AM,174
8:50 AM,174
8:50 AM,174
8:50 AM,174
8:50 AM,174
8:50 AM,174
8:50 AM,174
8:50 AM,174
8:50 AM,173
8:50 AM,174
8:50 AM,173
8:50 AM,174
8:50 AM,173
8:50 AM,174
8:50 AM,174
8:50 AM,174
8:50 AM,173
8:50 AM,173
8:50 AM,173
8:50 AM,173
8:50 AM,173
8:50 AM,173
8:50 AM,173
8:50 AM,173
8:50 AM,173
8:50 AM,173
8:50 AM,173
8:50 AM,173
8:50 AM,173
8:50 AM,173
8:51 AM,173
8:51 AM,173
8:51 AM,173
8:51 AM,173
8:51 AM,173
8:51 AM,173
8:51 AM,173
8:51 AM,173
8:51 AM,173
8:51 AM,173
8:51 AM,173
8:51 AM,173
8:51 AM,173
8:51 AM,173
8:51 AM,173
8:51 AM,173
8:51 AM,173
8:51 AM,173
8:51 AM,173
8:51 AM,173
8:51 AM,173
8:51 AM,173
8:51 AM,173
8:51 AM,173
8:51 AM,173
8:51 AM,173
8:51 AM,173
8:51 AM,173
8:51 AM,173
8:51 AM,173
8:51 AM,173
8:51 AM,173
8:51 AM,173
8:51 AM,173
8:51 AM,173
8:51 AM,173
8:51 AM,173
8:51 AM,173
8:51 AM,173
8:51 AM,173
8:51 AM,172
8:51 AM,173
8:51 AM,173
8:51 AM,173
8:51 AM,173
8:51 AM,173
8:51 AM,173
8:51 AM,173
8:51 AM,173
8:51 AM,173
8:51 AM,173
8:51 AM,173
8:51 AM,173
8:51 AM,173
8:51 AM,173
8:51 AM,173
8:51 AM,173
8:51 AM,172
8:51 AM,173
8:51 AM,173
8:52 AM,173
8:52 AM,172
8:52 AM,172
8:52 AM,173
8:52 AM,172
8:52 AM,172
8:52 AM,173
8:52 AM,172
8:52 AM,173
8:52 AM,172
8:52 AM,172
8:52 AM,172
8:52 AM,172
8:52 AM,172
8:52 AM,172
8:52 AM,173
8:52 AM,172
8:52 AM,172
8:52 AM,172
8:52 AM,172
8:52 AM,172
8:52 AM,172
8:52 AM,172
8:52 AM,172
8:52 AM,172
8:52 AM,172
8:52 AM,172
8:52 AM,172
8:52 AM,172
8:52 AM,172
8:52 AM,172
8:52 AM,172
8:52 AM,172
8:52 AM,172
8:52 AM,172
8:52 AM,172
8:52 AM,172
8:52 AM,172
8:52 AM,172
8:52 AM,172
8:52 AM,172
8:52 AM,173
8:52 AM,173
8:52 AM,173
8:52 AM,173
8:52 AM,173
8:52 AM,173
8:52 AM,173
8:52 AM,173
8:52 AM,173
8:52 AM,173
8:52 AM,173
8:52 AM,173
8:52 AM,173
8:52 AM,173
8:52 AM,173
8:52 AM,173
8:52 AM,173
8:52 AM,173
8:52 AM,173
8:53 AM,173
8:53 AM,173
8:53 AM,173
8:53 AM,173
8:53 AM,173
8:53 AM,173
8:53 AM,173
8:53 AM,173
8:53 AM,173
8:53 AM,173
8:53 AM,173
8:53 AM,173
8:53 AM,173
8:53 AM,173
8:53 AM,174
8:53 AM,174
8:53 AM,174
8:53 AM,174
8:53 AM,174
8:53 AM,174
8:53 AM,175
8:53 AM,175
8:53 AM,174
