Time,H2_Concentration
8:39 AM,17ppm
8:39 AM,17ppm
8:39 AM,17ppm
8:39 AM,17ppm
8:39 AM,17ppm
8:39 AM,17ppm
8:39 AM,17ppm
8:39 AM,17ppm
8:39 AM,17ppm
8:39 AM,17ppm
8:39 AM,17ppm
8:39 AM,17ppm
8:39 AM,17ppm
8:39 AM,17ppm
8:39 AM,17ppm
8:39 AM,17ppm
8:39 AM,17ppm
8:39 AM,17ppm
8:39 AM,17ppm
8:39 AM,17ppm
8:39 AM,17ppm
8:39 AM,17ppm
8:39 AM,17ppm
8:39 AM,17ppm
8:39 AM,17ppm
8:39 AM,17ppm
8:39 AM,17ppm
8:39 AM,17ppm
8:39 AM,17ppm
8:39 AM,17ppm
8:39 AM,16ppm
8:40 AM,16ppm
8:40 AM,16ppm
8:40 AM,16ppm
8:40 AM,16ppm
8:40 AM,16ppm
8:40 AM,16ppm
8:40 AM,16ppm
8:40 AM,16ppm
8:40 AM,16ppm
8:40 AM,16ppm
8:40 AM,16ppm
8:40 AM,16ppm
8:40 AM,16ppm
8:40 AM,16ppm
8:40 AM,16ppm
8:40 AM,16ppm
8:40 AM,16ppm
8:40 AM,16ppm
8:40 AM,16ppm
8:40 AM,16ppm
8:40 AM,16ppm
8:40 AM,16ppm
8:40 AM,16ppm
8:40 AM,16ppm
8:40 AM,16ppm
8:40 AM,16ppm
8:40 AM,16ppm
8:40 AM,16ppm
8:40 AM,16ppm
8:40 AM,16ppm
8:40 AM,16ppm
8:40 AM,16ppm
8:40 AM,16ppm
8:40 AM,16ppm
8:40 AM,16ppm
8:40 AM,16ppm
8:40 AM,16ppm
8:40 AM,16ppm
8:40 AM,16ppm
8:40 AM,16ppm
8:40 AM,16ppm
8:40 AM,16ppm
8:40 AM,16ppm
8:40 AM,16ppm
8:40 AM,16ppm
8:40 AM,16ppm
8:40 AM,16ppm
8:40 AM,16ppm
8:40 AM,16ppm
8:40 AM,16ppm
8:40 AM,16ppm
8:40 AM,16ppm
8:40 AM,16ppm
8:40 AM,16ppm
8:40 AM,16ppm
8:40 AM,16ppm
8:40 AM,16ppm
8:40 AM,16ppm
8:40 AM,16ppm
8:40 AM,16ppm
8:41 AM,16ppm
8:41 AM,16ppm
8:41 AM,16ppm
8:41 AM,16ppm
8:41 AM,16ppm
8:41 AM,16ppm
8:41 AM,16ppm
8:41 AM,16ppm
8:41 AM,16ppm
8:41 AM,16ppm
8:41 AM,16ppm
8:41 AM,16ppm
8:41 AM,16ppm
8:41 AM,16ppm
8:41 AM,16ppm
8:41 AM,16ppm
8:41 AM,16ppm
8:41 AM,16ppm
8:41 AM,16ppm
8:41 AM,16ppm
8:41 AM,16ppm
8:41 AM,16ppm
8:41 AM,16ppm
8:41 AM,16ppm
8:41 AM,16ppm
8:41 AM,16ppm
8:41 AM,16ppm
8:41 AM,16ppm
8:41 AM,16ppm
8:41 AM,16ppm
8:41 AM,16ppm
8:41 AM,16ppm
8:41 AM,16ppm
8:41 AM,16ppm
8:41 AM,16ppm
8:41 AM,16ppm
8:41 AM,15ppm
8:41 AM,16ppm
8:41 AM,15ppm
8:41 AM,15ppm
8:41 AM,15ppm
8:41 AM,15ppm
8:41 AM,15ppm
8:41 AM,15ppm
8:41 AM,15ppm
8:41 AM,15ppm
8:41 AM,15ppm
8:41 AM,15ppm
8:41 AM,15ppm
8:41 AM,15ppm
8:41 AM,15ppm
8:41 AM,15ppm
8:41 AM,15ppm
8:41 AM,15ppm
8:41 AM,15ppm
8:41 AM,15ppm
8:41 AM,15ppm
8:41 AM,15ppm
8:41 AM,15ppm
8:41 AM,15ppm
8:42 AM,15ppm
8:42 AM,15ppm
8:42 AM,15ppm
8:42 AM,15ppm
8:42 AM,15ppm
8:42 AM,15ppm
8:42 AM,15ppm
8:42 AM,15ppm
8:42 AM,15ppm
8:42 AM,15ppm
8:42 AM,15ppm
8:42 AM,15ppm
8:42 AM,15ppm
8:42 AM,15ppm
8:42 AM,15ppm
8:42 AM,15ppm
8:42 AM,15ppm
8:42 AM,15ppm
8:42 AM,15ppm
8:42 AM,15ppm
8:42 AM,15ppm
8:42 AM,15ppm
8:42 AM,15ppm
8:42 AM,15ppm
8:42 AM,15ppm
8:42 AM,15ppm
8:42 AM,15ppm
8:42 AM,15ppm
8:42 AM,15ppm
8:42 AM,15ppm
8:42 AM,15ppm
8:42 AM,15ppm
8:42 AM,15ppm
8:42 AM,15ppm
8:42 AM,15ppm
8:42 AM,15ppm
8:42 AM,15ppm
8:42 AM,15ppm
8:42 AM,15ppm
8:42 AM,15ppm
8:42 AM,15ppm
8:42 AM,15ppm
8:42 AM,15ppm
8:42 AM,15ppm
8:42 AM,15ppm
8:42 AM,15ppm
8:42 AM,15ppm
8:42 AM,15ppm
8:42 AM,15ppm
8:42 AM,15ppm
8:42 AM,15ppm
8:42 AM,15ppm
8:42 AM,15ppm
8:42 AM,15ppm
8:42 AM,15ppm
8:42 AM,15ppm
8:42 AM,15ppm
8:42 AM,15ppm
8:42 AM,15ppm
8:42 AM,15ppm
8:43 AM,15ppm
8:43 AM,15ppm
8:43 AM,15ppm
8:43 AM,15ppm
8:43 AM,15ppm
8:43 AM,15ppm
8:43 AM,15ppm
8:43 AM,15ppm
8:43 AM,15ppm
8:43 AM,15ppm
8:43 AM,15ppm
8:43 AM,15ppm
8:43 AM,15ppm
8:43 AM,15ppm
8:43 AM,15ppm
8:43 AM,15ppm
8:43 AM,15ppm
8:43 AM,15ppm
8:43 AM,15ppm
8:43 AM,15ppm
8:43 AM,15ppm
8:43 AM,15ppm
8:43 AM,15ppm
8:43 AM,15ppm
8:43 AM,15ppm
8:43 AM,15ppm
8:43 AM,15ppm
8:43 AM,15ppm
8:43 AM,15ppm
8:43 AM,15ppm
8:43 AM,15ppm
8:43 AM,14ppm
8:43 AM,14ppm
8:43 AM,14ppm
8:43 AM,14ppm
8:43 AM,14ppm
8:43 AM,14ppm
8:43 AM,14ppm
8:43 AM,14ppm
8:43 AM,14ppm
8:43 AM,14ppm
8:43 AM,14ppm
8:43 AM,14ppm
8:43 AM,14ppm
8:43 AM,14ppm
8:43 AM,14ppm
8:43 AM,14ppm
8:43 AM,14ppm
8:43 AM,14ppm
8:43 AM,14ppm
8:43 AM,14ppm
8:43 AM,14ppm
8:43 AM,14ppm
8:43 AM,14ppm
8:43 AM,14ppm
8:43 AM,14ppm
8:43 AM,14ppm
8:43 AM,14ppm
8:43 AM,14ppm
8:43 AM,14ppm
8:44 AM,14ppm
8:44 AM,14ppm
8:44 AM,14ppm
8:44 AM,14ppm
8:44 AM,14ppm
8:44 AM,14ppm
8:44 AM,14ppm
8:44 AM,14ppm
8:44 AM,14ppm
8:44 AM,14ppm
8:44 AM,14ppm
8:44 AM,14ppm
8:44 AM,14ppm
8:44 AM,14ppm
8:44 AM,14ppm
8:44 AM,14ppm
8:44 AM,14ppm
8:44 AM,14ppm
8:44 AM,14ppm
8:44 AM,14ppm
8:44 AM,14ppm
8:44 AM,14ppm
8:44 AM,14ppm
8:44 AM,14ppm
8:44 AM,14ppm
8:44 AM,14ppm
8:44 AM,14ppm
8:44 AM,14ppm
8:44 AM,14ppm
8:44 AM,14ppm
8:44 AM,14ppm
8:44 AM,14ppm
8:44 AM,14ppm
8:44 AM,14ppm
8:44 AM,14ppm
8:44 AM,14ppm
8:44 AM,14ppm
8:44 AM,14ppm
8:44 AM,14ppm
8:44 AM,14ppm
8:44 AM,14ppm
8:44 AM,14ppm
8:44 AM,14ppm
8:44 AM,14ppm
8:44 AM,14ppm
8:44 AM,14ppm
8:44 AM,14ppm
8:44 AM,14ppm
8:44 AM,14ppm
8:44 AM,14ppm
8:44 AM,14ppm
8:44 AM,14ppm
8:44 AM,14ppm
8:44 AM,14ppm
8:44 AM,14ppm
8:44 AM,14ppm
8:44 AM,14ppm
8:44 AM,14ppm
8:44 AM,14ppm
8:44 AM,14ppm
8:45 AM,14ppm
8:45 AM,14ppm
8:45 AM,14ppm
8:45 AM,14ppm
8:45 AM,14ppm
8:45 AM,14ppm
8:45 AM,14ppm
8:45 AM,14ppm
8:45 AM,14ppm
8:45 AM,14ppm
8:45 AM,14ppm
8:45 AM,14ppm
8:45 AM,14ppm
8:45 AM,14ppm
8:45 AM,14ppm
8:45 AM,14ppm
8:45 AM,14ppm
8:45 AM,14ppm
8:45 AM,14ppm
8:45 AM,14ppm
8:45 AM,14ppm
8:45 AM,14ppm
8:45 AM,14ppm
8:45 AM,14ppm
8:45 AM,14ppm
8:45 AM,14ppm
8:45 AM,14ppm
8:45 AM,14ppm
8:45 AM,14ppm
8:45 AM,14ppm
8:45 AM,14ppm
8:45 AM,14ppm
8:45 AM,14ppm
8:45 AM,14ppm
8:45 AM,13ppm
8:45 AM,13ppm
8:45 AM,13ppm
8:45 AM,13ppm
8:45 AM,13ppm
8:45 AM,13ppm
8:45 AM,13ppm
8:45 AM,13ppm
8:45 AM,13ppm
8:45 AM,13ppm
8:45 AM,13ppm
8:45 AM,13ppm
8:45 AM,13ppm
8:45 AM,13ppm
8:45 AM,13ppm
8:45 AM,13ppm
8:45 AM,13ppm
8:45 AM,13ppm
8:45 AM,13ppm
8:45 AM,13ppm
8:45 AM,13ppm
8:45 AM,13ppm
8:45 AM,13ppm
8:45 AM,13ppm
8:45 AM,13ppm
8:45 AM,13ppm
8:46 AM,13ppm
8:46 AM,13ppm
8:46 AM,13ppm
8:46 AM,13ppm
8:46 AM,13ppm
8:46 AM,13ppm
8:46 AM,13ppm
8:46 AM,13ppm
8:46 AM,13ppm
8:46 AM,13ppm
8:46 AM,13ppm
8:46 AM,13ppm
8:46 AM,13ppm
8:46 AM,13ppm
8:46 AM,13ppm
8:46 AM,13ppm
8:46 AM,13ppm
8:46 AM,13ppm
8:46 AM,13ppm
8:46 AM,13ppm
8:46 AM,13ppm
8:46 AM,13ppm
8:46 AM,13ppm
8:46 AM,13ppm
8:46 AM,13ppm
8:46 AM,13ppm
8:46 AM,13ppm
8:46 AM,13ppm
8:46 AM,13ppm
8:46 AM,13ppm
8:46 AM,13ppm
8:46 AM,13ppm
8:46 AM,13ppm
8:46 AM,13ppm
8:46 AM,13ppm
8:46 AM,13ppm
8:46 AM,13ppm
8:46 AM,13ppm
8:46 AM,13ppm
8:46 AM,13ppm
8:46 AM,13ppm
8:46 AM,13ppm
8:46 AM,13ppm
8:46 AM,13ppm
8:46 AM,13ppm
8:46 AM,13ppm
8:46 AM,13ppm
8:46 AM,13ppm
8:46 AM,13ppm
8:46 AM,13ppm
8:46 AM,13ppm
8:46 AM,13ppm
8:46 AM,13ppm
8:46 AM,13ppm
8:46 AM,13ppm
8:46 AM,13ppm
8:46 AM,13ppm
8:46 AM,13ppm
8:46 AM,13ppm
8:46 AM,13ppm
8:47 AM,13ppm
8:47 AM,13ppm
8:47 AM,13ppm
8:47 AM,13ppm
8:47 AM,13ppm
8:47 AM,13ppm
8:47 AM,13ppm
8:47 AM,13ppm
8:47 AM,13ppm
8:47 AM,13ppm
8:47 AM,13ppm
8:47 AM,13ppm
8:47 AM,13ppm
8:47 AM,13ppm
8:47 AM,13ppm
8:47 AM,13ppm
8:47 AM,13ppm
8:47 AM,13ppm
8:47 AM,13ppm
8:47 AM,13ppm
8:47 AM,13ppm
8:47 AM,13ppm
8:47 AM,13ppm
8:47 AM,13ppm
8:47 AM,13ppm
8:47 AM,13ppm
8:47 AM,13ppm
8:47 AM,13ppm
8:47 AM,13ppm
8:47 AM,13ppm
8:47 AM,13ppm
8:47 AM,13ppm
8:47 AM,13ppm
8:47 AM,13ppm
8:47 AM,13ppm
8:47 AM,13ppm
8:47 AM,13ppm
8:47 AM,13ppm
8:47 AM,13ppm
8:47 AM,13ppm
8:47 AM,13ppm
8:47 AM,13ppm
8:47 AM,13ppm
8:47 AM,13ppm
8:47 AM,13ppm
8:47 AM,13ppm
8:47 AM,13ppm
8:47 AM,13ppm
8:47 AM,13ppm
8:47 AM,13ppm
8:47 AM,13ppm
8:47 AM,13ppm
8:47 AM,13ppm
8:47 AM,13ppm
8:47 AM,13ppm
8:47 AM,13ppm
8:47 AM,13ppm
8:47 AM,13ppm
8:47 AM,13ppm
8:47 AM,13ppm
8:48 AM,13ppm
8:48 AM,13ppm
8:48 AM,13ppm
8:48 AM,13ppm
8:48 AM,13ppm
8:48 AM,13ppm
8:48 AM,13ppm
8:48 AM,13ppm
8:48 AM,13ppm
8:48 AM,13ppm
8:48 AM,13ppm
8:48 AM,13ppm
8:48 AM,13ppm
8:48 AM,13ppm
8:48 AM,13ppm
8:48 AM,13ppm
8:48 AM,13ppm
8:48 AM,13ppm
8:48 AM,13ppm
8:48 AM,13ppm
8:48 AM,13ppm
8:48 AM,13ppm
8:48 AM,12ppm
8:48 AM,12ppm
8:48 AM,12ppm
8:48 AM,12ppm
8:48 AM,12ppm
8:48 AM,12ppm
8:48 AM,12ppm
8:48 AM,12ppm
8:48 AM,12ppm
8:48 AM,12ppm
8:48 AM,12ppm
8:48 AM,12ppm
8:48 AM,12ppm
8:48 AM,12ppm
8:48 AM,12ppm
8:48 AM,12ppm
8:48 AM,12ppm
8:48 AM,12ppm
8:48 AM,12ppm
8:48 AM,12ppm
8:48 AM,12ppm
8:48 AM,11ppm
8:48 AM,11ppm
8:48 AM,11ppm
8:48 AM,11ppm
8:48 AM,11ppm
8:48 AM,11ppm
8:48 AM,11ppm
8:48 AM,11ppm
8:48 AM,11ppm
8:48 AM,12ppm
8:48 AM,11ppm
8:48 AM,11ppm
8:48 AM,10ppm
8:48 AM,10ppm
8:48 AM,11ppm
8:48 AM,11ppm
8:48 AM,11ppm
8:49 AM,11ppm
8:49 AM,11ppm
8:49 AM,9ppm
8:49 AM,9ppm
8:49 AM,8ppm
8:49 AM,9ppm
8:49 AM,9ppm
8:49 AM,9ppm
8:49 AM,9ppm
8:49 AM,10ppm
8:49 AM,10ppm
8:49 AM,10ppm
8:49 AM,11ppm
8:49 AM,11ppm
8:49 AM,11ppm
8:49 AM,11ppm
8:49 AM,11ppm
8:49 AM,12ppm
8:49 AM,12ppm
8:49 AM,12ppm
8:49 AM,12ppm
8:49 AM,12ppm
8:49 AM,12ppm
8:49 AM,11ppm
8:49 AM,10ppm
8:49 AM,9ppm
8:49 AM,10ppm
8:49 AM,10ppm
8:49 AM,10ppm
8:49 AM,11ppm
8:49 AM,11ppm
8:49 AM,11ppm
8:49 AM,11ppm
8:49 AM,11ppm
8:49 AM,10ppm
8:49 AM,8ppm
8:49 AM,8ppm
8:49 AM,8ppm
8:49 AM,9ppm
8:49 AM,7ppm
8:49 AM,6ppm
8:49 AM,6ppm
8:49 AM,6ppm
8:49 AM,5ppm
8:49 AM,5ppm
8:49 AM,5ppm
8:49 AM,5ppm
8:49 AM,4ppm
8:49 AM,5ppm
8:49 AM,5ppm
8:49 AM,6ppm
8:49 AM,6ppm
8:49 AM,7ppm
8:49 AM,7ppm
8:49 AM,8ppm
8:49 AM,8ppm
8:49 AM,9ppm
8:49 AM,9ppm
8:49 AM,10ppm
8:49 AM,10ppm
8:50 AM,10ppm
8:50 AM,11ppm
8:50 AM,11ppm
8:50 AM,12ppm
8:50 AM,12ppm
8:50 AM,12ppm
8:50 AM,12ppm
8:50 AM,13ppm
8:50 AM,13ppm
8:50 AM,13ppm
8:50 AM,13ppm
8:50 AM,13ppm
8:50 AM,13ppm
8:50 AM,13ppm
8:50 AM,13ppm
8:50 AM,13ppm
8:50 AM,13ppm
8:50 AM,13ppm
8:50 AM,13ppm
8:50 AM,13ppm
8:50 AM,14ppm
8:50 AM,13ppm
8:50 AM,13ppm
8:50 AM,13ppm
8:50 AM,11ppm
8:50 AM,9ppm
8:50 AM,10ppm
8:50 AM,11ppm
8:50 AM,11ppm
8:50 AM,11ppm
8:50 AM,12ppm
8:50 AM,12ppm
8:50 AM,12ppm
8:50 AM,12ppm
8:50 AM,11ppm
8:50 AM,10ppm
8:50 AM,10ppm
8:50 AM,9ppm
8:50 AM,8ppm
8:50 AM,9ppm
8:50 AM,9ppm
8:50 AM,9ppm
8:50 AM,9ppm
8:50 AM,9ppm
8:50 AM,9ppm
8:50 AM,9ppm
8:50 AM,8ppm
8:50 AM,9ppm
8:50 AM,9ppm
8:50 AM,10ppm
8:50 AM,11ppm
8:50 AM,11ppm
8:50 AM,12ppm
8:50 AM,12ppm
8:50 AM,13ppm
8:50 AM,13ppm
8:50 AM,13ppm
8:50 AM,13ppm
8:50 AM,14ppm
8:50 AM,14ppm
8:51 AM,14ppm
8:51 AM,14ppm
8:51 AM,14ppm
8:51 AM,15ppm
8:51 AM,15ppm
